sequence_id,tof_prop_missing,gesture,pred_imu,pred_all
SEQ_053232,0.0,Eyebrow - pull hair,Cheek - pinch skin,Forehead - scratch
SEQ_053241,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_053246,0.0,Wave hello,Above ear - pull hair,Write name in air
SEQ_053248,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_053252,0.0,Wave hello,Wave hello,Wave hello
SEQ_053258,0.0,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_053260,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_053262,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053278,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053319,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_053320,0.0,Text on phone,Text on phone,Text on phone
SEQ_053324,0.0,Text on phone,Text on phone,Text on phone
SEQ_053328,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_053334,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053335,0.0,Eyelash - pull hair,Eyebrow - pull hair,Forehead - pull hairline
SEQ_053354,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - scratch
SEQ_053356,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_053369,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_053380,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053385,0.0,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair
SEQ_053398,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_053405,0.0,Text on phone,Text on phone,Text on phone
SEQ_053410,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_053411,0.0,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_053431,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_053434,0.0,Write name in air,Write name in air,Write name in air
SEQ_053447,0.0,Write name in air,Write name in air,Write name in air
SEQ_053448,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053459,0.2,Above ear - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_053463,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_053476,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_053485,0.0,Eyelash - pull hair,Forehead - pull hairline,Cheek - pinch skin
SEQ_053493,0.0,Wave hello,Wave hello,Wave hello
SEQ_053500,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_053501,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_053506,0.0,Forehead - pull hairline,Neck - pinch skin,Forehead - pull hairline
SEQ_053511,0.0,Eyelash - pull hair,Forehead - scratch,Forehead - scratch
SEQ_053514,0.0,Write name in air,Write name in air,Write name in air
SEQ_053515,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_053516,0.0,Wave hello,Wave hello,Wave hello
SEQ_053524,0.0,Text on phone,Text on phone,Text on phone
SEQ_053532,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_053554,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_053562,0.0,Text on phone,Text on phone,Text on phone
SEQ_053569,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_053589,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_053595,0.0,Forehead - scratch,Cheek - pinch skin,Eyebrow - pull hair
SEQ_053599,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053605,0.0,Forehead - pull hairline,Pull air toward your face,Pull air toward your face
SEQ_053606,0.0,Wave hello,Wave hello,Wave hello
SEQ_053614,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_053616,0.2,Wave hello,Wave hello,Wave hello
SEQ_053628,0.0,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_053642,0.0,Eyelash - pull hair,Neck - pinch skin,Eyelash - pull hair
SEQ_053650,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_053656,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_053657,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_053658,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_053674,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053677,0.0,Write name on leg,Write name on leg,Pinch knee/leg skin
SEQ_053696,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_053698,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_053700,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_053705,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053710,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_053723,0.0,Write name in air,Write name in air,Write name in air
SEQ_053735,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053746,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_053753,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_053756,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_053764,0.0,Text on phone,Text on phone,Text on phone
SEQ_053765,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_053792,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_053798,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_053801,0.2,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_053807,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_053809,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_053810,0.0,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_053824,0.0,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_053840,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_053850,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_053865,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_053872,0.0,Above ear - pull hair,Cheek - pinch skin,Above ear - pull hair
SEQ_053873,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_053884,1.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_053888,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_053897,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053899,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_053918,0.0,Eyebrow - pull hair,Neck - pinch skin,Eyebrow - pull hair
SEQ_053924,0.0,Text on phone,Text on phone,Text on phone
SEQ_053925,0.0,Wave hello,Wave hello,Wave hello
SEQ_053928,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_053938,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_053941,0.0,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_053945,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_053948,0.2,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_053961,0.0,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair
SEQ_053977,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_053988,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054009,0.0,Text on phone,Text on phone,Text on phone
SEQ_054010,0.0,Pull air toward your face,Pull air toward your face,Write name in air
SEQ_054019,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_054021,0.0,Wave hello,Wave hello,Wave hello
SEQ_054045,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_054055,0.0,Wave hello,Wave hello,Wave hello
SEQ_054060,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_054067,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_054071,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054072,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054084,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054092,0.0,Text on phone,Text on phone,Text on phone
SEQ_054098,0.0,Neck - scratch,Neck - scratch,Neck - pinch skin
SEQ_054103,0.0,Eyelash - pull hair,Eyebrow - pull hair,Cheek - pinch skin
SEQ_054115,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_054117,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054135,0.0,Text on phone,Text on phone,Text on phone
SEQ_054143,0.0,Text on phone,Text on phone,Text on phone
SEQ_054146,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_054147,0.0,Eyebrow - pull hair,Neck - pinch skin,Forehead - pull hairline
SEQ_054155,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_054168,0.0,Write name in air,Write name in air,Write name in air
SEQ_054171,0.0,Forehead - scratch,Cheek - pinch skin,Forehead - scratch
SEQ_054182,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054183,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_054186,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054188,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_054194,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_054197,0.0,Write name in air,Write name in air,Write name in air
SEQ_054202,0.0,Eyelash - pull hair,Above ear - pull hair,Eyelash - pull hair
SEQ_054203,0.0,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair
SEQ_054211,0.0,Neck - scratch,Above ear - pull hair,Neck - scratch
SEQ_054216,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_054218,0.2,Wave hello,Wave hello,Wave hello
SEQ_054224,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054231,0.0,Forehead - scratch,Forehead - scratch,Eyebrow - pull hair
SEQ_054233,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_054242,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054257,0.0,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair
SEQ_054258,0.0,Text on phone,Text on phone,Text on phone
SEQ_054261,1.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054263,0.0,Text on phone,Text on phone,Text on phone
SEQ_054269,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054295,0.0,Wave hello,Wave hello,Wave hello
SEQ_054299,0.0,Wave hello,Wave hello,Wave hello
SEQ_054301,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_054312,0.0,Text on phone,Text on phone,Text on phone
SEQ_054328,0.0,Text on phone,Text on phone,Text on phone
SEQ_054338,0.0,Forehead - pull hairline,Forehead - scratch,Forehead - scratch
SEQ_054341,0.0,Neck - pinch skin,Neck - scratch,Neck - scratch
SEQ_054355,0.0,Neck - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_054356,0.2,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_054362,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_054371,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054387,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_054389,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_054404,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_054410,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054419,0.2,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054432,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_054440,0.2,Text on phone,Text on phone,Text on phone
SEQ_054464,0.2,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_054471,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_054474,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_054479,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_054491,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054503,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054509,0.0,Scratch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_054510,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_054557,0.0,Write name in air,Write name in air,Write name in air
SEQ_054559,0.0,Write name in air,Write name in air,Write name in air
SEQ_054571,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_054573,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054574,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054582,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054583,0.0,Wave hello,Wave hello,Wave hello
SEQ_054592,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_054619,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054625,0.0,Pull air toward your face,Write name in air,Write name in air
SEQ_054645,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054657,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054671,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054674,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054683,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_054687,0.0,Wave hello,Wave hello,Wave hello
SEQ_054692,0.2,Wave hello,Wave hello,Wave hello
SEQ_054718,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_054731,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_054747,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_054749,0.0,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054756,0.0,Wave hello,Wave hello,Wave hello
SEQ_054758,0.0,Text on phone,Text on phone,Text on phone
SEQ_054776,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_054778,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_054783,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_054794,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_054796,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_054801,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_054804,0.0,Eyebrow - pull hair,Text on phone,Text on phone
SEQ_054845,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_054848,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_054850,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054853,0.0,Text on phone,Text on phone,Text on phone
SEQ_054856,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_054857,0.0,Eyebrow - pull hair,Cheek - pinch skin,Forehead - scratch
SEQ_054859,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_054861,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054862,0.0,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_054866,0.0,Wave hello,Wave hello,Wave hello
SEQ_054878,0.0,Scratch knee/leg skin,Write name on leg,Pinch knee/leg skin
SEQ_054884,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_054900,0.0,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_054917,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_054924,0.0,Text on phone,Text on phone,Text on phone
SEQ_054930,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_054936,0.0,Text on phone,Text on phone,Text on phone
SEQ_054937,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_054939,0.0,Write name in air,Write name in air,Write name in air
SEQ_054942,0.0,Neck - scratch,Neck - scratch,Cheek - pinch skin
SEQ_054951,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_054971,0.0,Write name on leg,Pinch knee/leg skin,Write name on leg
SEQ_054973,0.0,Neck - scratch,Neck - scratch,Neck - pinch skin
SEQ_054980,0.0,Write name in air,Write name in air,Write name in air
SEQ_054982,0.0,Wave hello,Wave hello,Wave hello
SEQ_054992,0.0,Neck - scratch,Cheek - pinch skin,Neck - pinch skin
SEQ_054997,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055016,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055021,0.0,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_055039,0.2,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline
SEQ_055045,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_055065,0.0,Neck - scratch,Forehead - scratch,Neck - scratch
SEQ_055070,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055071,0.0,Write name in air,Write name in air,Write name in air
SEQ_055077,0.0,Forehead - pull hairline,Feel around in tray and pull out an object,Eyebrow - pull hair
SEQ_055078,0.0,Forehead - pull hairline,Eyelash - pull hair,Eyebrow - pull hair
SEQ_055088,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055094,0.0,Text on phone,Text on phone,Text on phone
SEQ_055111,0.0,Text on phone,Write name in air,Write name in air
SEQ_055120,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055140,0.0,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin
SEQ_055148,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055150,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055155,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055161,0.0,Neck - scratch,Neck - pinch skin,Eyebrow - pull hair
SEQ_055163,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055164,0.0,Write name in air,Write name in air,Write name in air
SEQ_055181,0.0,Write name in air,Write name in air,Write name in air
SEQ_055182,0.0,Neck - pinch skin,Neck - scratch,Neck - scratch
SEQ_055187,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_055204,0.0,Above ear - pull hair,Above ear - pull hair,Eyelash - pull hair
SEQ_055210,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_055223,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055228,0.0,Write name in air,Write name in air,Write name in air
SEQ_055233,0.0,Eyelash - pull hair,Text on phone,Eyelash - pull hair
SEQ_055240,0.0,Write name in air,Write name in air,Write name in air
SEQ_055247,0.0,Text on phone,Text on phone,Text on phone
SEQ_055248,0.0,Neck - scratch,Write name in air,Cheek - pinch skin
SEQ_055251,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_055254,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055261,0.0,Scratch knee/leg skin,Write name on leg,Pinch knee/leg skin
SEQ_055268,0.0,Forehead - pull hairline,Neck - pinch skin,Neck - pinch skin
SEQ_055271,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055279,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_055287,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_055289,0.0,Text on phone,Text on phone,Text on phone
SEQ_055297,1.0,Forehead - pull hairline,Forehead - pull hairline,Write name in air
SEQ_055303,0.0,Above ear - pull hair,Eyebrow - pull hair,Above ear - pull hair
SEQ_055306,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055308,0.0,Forehead - scratch,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055309,0.0,Forehead - scratch,Eyelash - pull hair,Eyebrow - pull hair
SEQ_055310,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_055321,0.0,Eyelash - pull hair,Forehead - pull hairline,Eyelash - pull hair
SEQ_055323,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_055339,0.0,Wave hello,Wave hello,Wave hello
SEQ_055341,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_055346,1.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055351,0.2,Write name in air,Feel around in tray and pull out an object,Write name in air
SEQ_055371,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055376,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055377,0.0,Eyebrow - pull hair,Forehead - scratch,Forehead - scratch
SEQ_055388,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_055391,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_055396,0.0,Forehead - scratch,Forehead - scratch,Eyebrow - pull hair
SEQ_055405,0.0,Write name on leg,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_055413,0.0,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_055419,0.0,Text on phone,Text on phone,Text on phone
SEQ_055429,0.2,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_055430,0.0,Wave hello,Wave hello,Wave hello
SEQ_055442,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055453,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_055456,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055465,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_055471,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_055474,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_055481,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_055505,0.0,Write name in air,Write name in air,Write name in air
SEQ_055508,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_055512,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_055517,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_055526,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_055528,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_055530,0.0,Forehead - pull hairline,Forehead - scratch,Forehead - pull hairline
SEQ_055538,0.0,Text on phone,Text on phone,Text on phone
SEQ_055541,0.0,Above ear - pull hair,Neck - scratch,Forehead - scratch
SEQ_055542,0.0,Text on phone,Text on phone,Text on phone
SEQ_055543,0.0,Forehead - pull hairline,Forehead - scratch,Forehead - scratch
SEQ_055566,0.0,Forehead - pull hairline,Neck - pinch skin,Above ear - pull hair
SEQ_055570,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_055581,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_055588,0.0,Eyebrow - pull hair,Cheek - pinch skin,Forehead - scratch
SEQ_055593,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055608,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_055611,0.0,Pull air toward your face,Pull air toward your face,Wave hello
SEQ_055613,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_055615,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055621,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_055657,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_055663,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055669,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_055673,0.0,Text on phone,Text on phone,Text on phone
SEQ_055689,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055691,0.0,Text on phone,Text on phone,Text on phone
SEQ_055696,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_055700,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055703,0.0,Text on phone,Text on phone,Text on phone
SEQ_055706,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_055724,0.0,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_055745,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055754,0.0,Neck - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_055755,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_055756,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_055771,0.0,Wave hello,Wave hello,Wave hello
SEQ_055776,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055778,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055785,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_055795,0.0,Text on phone,Text on phone,Text on phone
SEQ_055803,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg
SEQ_055804,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Pinch knee/leg skin
SEQ_055809,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055814,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_055828,0.0,Cheek - pinch skin,Neck - scratch,Neck - scratch
SEQ_055839,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055841,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_055845,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_055846,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_055859,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_055862,0.0,Text on phone,Text on phone,Text on phone
SEQ_055869,0.0,Text on phone,Text on phone,Text on phone
